ID,Type,Year,Family,Species,Taxa,No_broodcells,No_alive,No_dead_broodcells
sS0ji,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
sS0ji,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
sS0ji,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,2,1
sS0ji,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,4,3,1
sS0ji,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,12,11,0
sS0ji,Roof,2013,Megachilidae,Heriades_carinata,Bee,1,0,0
sS0ji,Roof,2013,Megachilidae,Heriades_carinata,Bee,2,1,0
sS0ji,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
sS0ji,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
sS0ji,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
sS0ji,Roof,2013,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
sS0ji,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
sS0ji,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,1,0
sS0ji,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,1,1
sS0ji,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
sS0ji,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,3,0,0
sS0ji,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,3,2,1
sS0ji,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,7,5,2
sS0ji,Roof,2013,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,0
sS0ji,Roof,2013,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
sS0ji,Roof,2013,Crabronidae,Trypoxylon_frigidum,Wasp,5,3,1
KwxtU,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,3,0
KwxtU,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,9,9,0
KwxtU,Home,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,4,4,0
KwxtU,Home,2013,Megachilidae,Osmia_pumila,Bee,6,6,0
KwxtU,Home,2013,Crabronidae,Psenulus_pallipes,Wasp,1,1,0
KwxtU,Home,2013,Crabronidae,Psenulus_pallipes,Wasp,6,6,0
KwxtU,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
KwxtU,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,13,11,2
BeXKd,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,0,0
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,4,1,3
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,5,3,0
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,5,1,1
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,5,1,2
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,5,2,3
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,6,6,0
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,6,6,0
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,6,5,1
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,7,7,0
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,7,7,0
BeXKd,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,7,7,0
BeXKd,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
BeXKd,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
BeXKd,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,7,7,0
BeXKd,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,8,8,0
BeXKd,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,11,11,0
BeXKd,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,12,8,2
BeXKd,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,5,5,0
BeXKd,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,6,3,3
BeXKd,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,6,4,2
BeXKd,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,6,4,2
BeXKd,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,9,8,0
BeXKd,Park,2013,Vespidae,Ancistrocerus_adiabatus,Wasp,3,2,0
BeXKd,Park,2013,Vespidae,Euodynerus_foraminatus,Wasp,1,0,1
BeXKd,Park,2013,Vespidae,Euodynerus_foraminatus,Wasp,1,1,0
BeXKd,Park,2013,Vespidae,Euodynerus_foraminatus,Wasp,7,4,2
BeXKd,Park,2013,Vespidae,Euodynerus_planitarsis,Wasp,3,3,0
BeXKd,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
BeXKd,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,2,1,0
BeXKd,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,2,1,0
BeXKd,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
BeXKd,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
BeXKd,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,3,1,2
BeXKd,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
BeXKd,Park,2013,Crabronidae,Passaloecus_gracilis,Wasp,2,0,2
BeXKd,Park,2013,Crabronidae,Passaloecus_gracilis,Wasp,2,2,0
BeXKd,Park,2013,Crabronidae,Passaloecus_gracilis,Wasp,4,1,3
BeXKd,Park,2013,Crabronidae,Passaloecus_gracilis,Wasp,4,2,2
BeXKd,Park,2013,Crabronidae,Passaloecus_gracilis,Wasp,7,3,4
BeXKd,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,5,4,1
phL7O,Park,2011,Megachilidae,Megachile_campanulae,Bee,6,3,2
phL7O,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
phL7O,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,3,3,0
phL7O,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,3,1,1
phL7O,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,4,1,3
phL7O,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,7,6,0
phL7O,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,7,4,3
phL7O,Park,2012,Megachilidae,Heriades_carinata,Bee,2,1,0
phL7O,Park,2012,Megachilidae,Heriades_carinata,Bee,4,2,1
phL7O,Park,2012,Megachilidae,Heriades_carinata,Bee,6,6,0
phL7O,Park,2012,Megachilidae,Heriades_carinata,Bee,6,0,6
phL7O,Park,2012,Megachilidae,Heriades_carinata,Bee,6,6,0
phL7O,Park,2012,Megachilidae,Heriades_carinata,Bee,12,8,2
phL7O,Park,2012,Megachilidae,Megachile_centuncularis,Bee,9,9,0
phL7O,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
phL7O,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,4,4,0
phL7O,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,5,4,1
phL7O,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,6,3,3
phL7O,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,6,3,3
phL7O,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,7,7,0
phL7O,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,7,7,0
phL7O,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,2,0,2
phL7O,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,2,1,0
phL7O,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,4,2,2
phL7O,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,5,0,5
phL7O,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,6,3,3
phL7O,Park,2013,Megachilidae,Megachile_campanulae,Bee,2,1,1
phL7O,Park,2013,Megachilidae,Megachile_campanulae,Bee,3,1,2
phL7O,Park,2013,Megachilidae,Megachile_campanulae,Bee,4,0,4
phL7O,Park,2013,Megachilidae,Megachile_campanulae,Bee,5,0,5
phL7O,Park,2013,Megachilidae,Megachile_campanulae,Bee,6,0,6
phL7O,Park,2013,Megachilidae,Megachile_campanulae,Bee,8,5,2
phL7O,Park,2013,Megachilidae,Megachile_centuncularis,Bee,2,1,1
phL7O,Park,2013,Megachilidae,Megachile_centuncularis,Bee,3,2,1
vnlxz,Park,2011,Megachilidae,Megachile_campanulae,Bee,2,0,0
vnlxz,Park,2011,Megachilidae,Megachile_campanulae,Bee,8,0,0
vnlxz,Park,2011,Megachilidae,Osmia_caerulescens,Bee,5,2,0
vnlxz,Park,2011,Megachilidae,Osmia_caerulescens,Bee,5,0,5
vnlxz,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
vnlxz,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,2,0,2
vnlxz,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
vnlxz,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
vnlxz,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
vnlxz,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,1,1
vnlxz,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,3,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,3,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,5,5,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,1,1,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,1,1,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,1,1,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,1,1,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,2,2,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,4,4,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,5,5,0
vnlxz,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,9,9,0
vnlxz,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
vnlxz,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
vnlxz,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
vnlxz,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
vnlxz,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,2,0,0
vnlxz,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
vnlxz,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,4,1,3
vnlxz,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
vnlxz,Park,2013,Megachilidae,Megachile_campanulae,Bee,1,1,0
vnlxz,Park,2013,Megachilidae,Megachile_campanulae,Bee,6,6,0
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,1,0,1
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,1,0,1
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,1,0,1
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,3,3,0
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,4,3,1
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,4,4,0
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,5,5,0
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,7,4,3
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,9,9,0
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,9,9,0
vnlxz,Park,2013,Megachilidae,Osmia_caerulescens,Bee,15,15,0
vnlxz,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
vnlxz,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
vnlxz,Park,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,0,0
vnlxz,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
vnlxz,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,1,1,0
vnlxz,Park,2013,Crabronidae,Trypoxylon_lactitarse,Wasp,2,2,0
b1KH7,Home,2011,Megachilidae,Megachile_campanulae,Bee,5,0,2
b1KH7,Home,2011,Megachilidae,Megachile_campanulae,Bee,6,2,4
b1KH7,Home,2011,Megachilidae,Megachile_campanulae,Bee,8,0,4
b1KH7,Home,2011,Megachilidae,Megachile_campanulae,Bee,8,1,2
b1KH7,Home,2011,Megachilidae,Megachile_campanulae,Bee,12,0,3
b1KH7,Home,2011,Vespidae,Symmorphus_cristatus,Wasp,5,2,3
b1KH7,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,2,0,2
b1KH7,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,3,0,3
b1KH7,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,5,3,2
b1KH7,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,6,6,0
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,1,0
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,0,2
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,2,1
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,6,1,5
b1KH7,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,7,5,2
b1KH7,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,7,5,2
2MKAc,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,1,1,0
2MKAc,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,0,4
2MKAc,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,4,0
2MKAc,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,7,7,0
2MKAc,Home,2012,Vespidae,Euodynerus_foraminatus,Wasp,1,0,0
2MKAc,Home,2012,Vespidae,Euodynerus_foraminatus,Wasp,2,0,0
2MKAc,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,9,9,0
2MKAc,Home,2013,Megachilidae,Osmia_pumila,Bee,2,2,0
2MKAc,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
2MKAc,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
2MKAc,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
2MKAc,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
2MKAc,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
2MKAc,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,0,0
2MKAc,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,1,1
2MKAc,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,7,3,0
OxeKC,Home,2011,Megachilidae,Megachile_rotundata,Bee,1,0,1
OxeKC,Home,2011,Megachilidae,Osmia_pumila,Bee,1,0,1
OxeKC,Home,2011,Megachilidae,Osmia_pumila,Bee,8,8,0
OxeKC,Home,2011,Megachilidae,Osmia_pumila,Bee,19,18,1
OxeKC,Home,2011,Megachilidae,Osmia_pumila,Bee,22,22,0
OxeKC,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,6,0,6
OxeKC,Home,2011,Vespidae,Symmorphus_canadensis,Wasp,6,1,5
OxeKC,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
OxeKC,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,5,0,5
OxeKC,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,6,1,5
OxeKC,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,7,0,7
OxeKC,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,7,4,3
OxeKC,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
OxeKC,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
OxeKC,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
OxeKC,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
OxeKC,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
OxeKC,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
OxeKC,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
OxeKC,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,4,2,1
OxeKC,Home,2012,Megachilidae,Megachile_relativa,Bee,6,1,4
OxeKC,Home,2012,Megachilidae,Osmia_pumila,Bee,8,8,0
OxeKC,Home,2012,Megachilidae,Osmia_pumila,Bee,11,11,0
OxeKC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
OxeKC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
OxeKC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
OxeKC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,2,1
OxeKC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,4,3,1
OxeKC,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,6,2,4
OxeKC,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
OxeKC,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
OxeKC,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
OxeKC,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
OxeKC,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
OxeKC,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
OxeKC,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,2,0,1
OxeKC,Home,2013,Megachilidae,Megachile_campanulae,Bee,1,0,1
OxeKC,Home,2013,Megachilidae,Megachile_campanulae,Bee,5,0,3
OxeKC,Home,2013,Megachilidae,Megachile_campanulae,Bee,7,7,0
OxeKC,Home,2013,Megachilidae,Megachile_campanulae,Bee,10,10,0
OxeKC,Home,2013,Megachilidae,Osmia_pumila,Bee,1,0,1
OxeKC,Home,2013,Megachilidae,Osmia_pumila,Bee,8,6,2
OxeKC,Home,2013,Megachilidae,Osmia_pumila,Bee,8,2,6
OxeKC,Home,2013,Megachilidae,Osmia_pumila,Bee,13,7,6
OxeKC,Home,2013,Vespidae,Symmorphus_cristatus,Wasp,4,1,2
OxeKC,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
OxeKC,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
OxeKC,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,3,0,3
OxeKC,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,5,4,0
OxeKC,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,10,5,3
7zNYj,Home,2011,Megachilidae,Megachile_rotundata,Bee,7,3,4
7zNYj,Home,2011,Megachilidae,Megachile_rotundata,Bee,10,6,4
7zNYj,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,3,0,3
7zNYj,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,5,4,1
7zNYj,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,7,6,1
7zNYj,Home,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,4,4,0
7zNYj,Home,2012,Megachilidae,Osmia_pumila,Bee,3,2,1
7zNYj,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,2,0,2
7zNYj,Home,2013,Megachilidae,Megachile_centuncularis,Bee,9,6,3
7zNYj,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,8,2,6
rZ0ul,Home,2011,Megachilidae,Megachile_campanulae,Bee,1,0,0
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,1,0,1
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,2,1,1
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,3,2,0
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,8,8,0
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,10,9,0
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,10,9,1
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,11,9,0
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,11,11,0
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,12,12,0
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,13,13,0
rZ0ul,Home,2011,Megachilidae,Osmia_pumila,Bee,14,13,1
rZ0ul,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,6,6,0
rZ0ul,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,9,9,0
rZ0ul,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
rZ0ul,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
rZ0ul,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
rZ0ul,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,4,3,0
rZ0ul,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,5,4,1
rZ0ul,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,5,5,0
rZ0ul,Home,2012,Megachilidae,Osmia_caerulescens,Bee,6,6,0
rZ0ul,Home,2012,Megachilidae,Osmia_caerulescens,Bee,8,7,1
rZ0ul,Home,2012,Megachilidae,Osmia_pumila,Bee,14,14,0
rZ0ul,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
rZ0ul,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
rZ0ul,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,1,1
rZ0ul,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,2,0
rZ0ul,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,5,4,1
rZ0ul,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,8,8,0
rZ0ul,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,2,0,2
rZ0ul,Home,2013,Megachilidae,Osmia_caerulescens,Bee,1,0,1
rZ0ul,Home,2013,Megachilidae,Osmia_caerulescens,Bee,2,1,1
rZ0ul,Home,2013,Megachilidae,Osmia_caerulescens,Bee,2,1,1
rZ0ul,Home,2013,Megachilidae,Osmia_caerulescens,Bee,13,12,1
N53op,Home,2011,Colletidae,Hylaeus_annulatus,Bee,10,7,3
N53op,Home,2011,Colletidae,Hylaeus_annulatus,Bee,11,7,4
N53op,Home,2011,Megachilidae,Megachile_centuncularis,Bee,11,11,0
N53op,Home,2011,Megachilidae,Megachile_relativa,Bee,1,0,1
N53op,Home,2011,Megachilidae,Megachile_relativa,Bee,4,2,2
N53op,Home,2011,Megachilidae,Megachile_relativa,Bee,7,0,7
N53op,Home,2011,Megachilidae,Megachile_relativa,Bee,12,10,2
N53op,Home,2011,Megachilidae,Megachile_relativa,Bee,12,11,1
N53op,Home,2011,Megachilidae,Megachile_relativa,Bee,13,11,2
N53op,Home,2011,Megachilidae,Osmia_pumila,Bee,9,9,0
N53op,Home,2011,Megachilidae,Osmia_pumila,Bee,11,11,0
N53op,Home,2011,Crabronidae,Passaloecus_cuspidatus,Wasp,3,1,2
N53op,Home,2012,Megachilidae,Heriades_carinata,Bee,1,0,1
N53op,Home,2012,Megachilidae,Heriades_carinata,Bee,3,0,3
N53op,Home,2012,Megachilidae,Heriades_carinata,Bee,6,6,0
N53op,Home,2012,Megachilidae,Heriades_carinata,Bee,7,3,4
N53op,Home,2012,Colletidae,Hylaeus_annulatus,Bee,7,6,1
N53op,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
N53op,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
N53op,Home,2013,Vespidae,Ancistrocerus_antilope,Wasp,1,0,1
N53op,Home,2013,Megachilidae,Heriades_carinata,Bee,1,1,0
N53op,Home,2013,Megachilidae,Heriades_carinata,Bee,2,1,1
N53op,Home,2013,Megachilidae,Megachile_campanulae,Bee,1,0,1
N53op,Home,2013,Megachilidae,Megachile_campanulae,Bee,1,0,1
N53op,Home,2013,Megachilidae,Megachile_campanulae,Bee,2,0,2
N53op,Home,2013,Megachilidae,Megachile_campanulae,Bee,6,6,0
N53op,Home,2013,Megachilidae,Megachile_campanulae,Bee,6,2,4
N53op,Home,2013,Megachilidae,Megachile_campanulae,Bee,11,11,0
N53op,Home,2013,Megachilidae,Megachile_centuncularis,Bee,10,10,0
N53op,Home,2013,Crabronidae,Psenulus_pallipes,Wasp,5,5,0
N53op,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
N53op,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,0,2
N53op,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,3,0,3
N53op,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,6,6,0
N53op,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,2,0,2
N53op,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,5,0,5
N53op,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,5,5,0
N53op,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,6,0,6
N53op,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,8,8,0
e8Lju,Home,2011,Colletidae,Hylaeus_modestus,Bee,7,4,3
e8Lju,Home,2011,Megachilidae,Megachile_campanulae,Bee,1,0,1
e8Lju,Home,2011,Megachilidae,Megachile_campanulae,Bee,1,0,1
e8Lju,Home,2011,Megachilidae,Megachile_campanulae,Bee,7,4,3
e8Lju,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
e8Lju,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
e8Lju,Home,2012,Colletidae,Hylaeus_modestus,Bee,1,0,1
e8Lju,Home,2012,Colletidae,Hylaeus_modestus,Bee,9,8,1
e8Lju,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
e8Lju,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,0,3
e8Lju,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,3,0
e8Lju,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,4,0,4
hEdHx,Community,2011,Megachilidae,Anthidium_manicatum,Bee,1,0,1
