ID,Type,Year,Family,Species,Taxa,No_broodcells,No_alive,No_dead_broodcells
SAk6r,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,6,6,0
SAk6r,Home,2013,Colletidae,Hylaeus_modestus,Bee,2,2,0
SAk6r,Home,2013,Megachilidae,Megachile_campanulae,Bee,9,7,2
SAk6r,Home,2013,Megachilidae,Megachile_campanulae,Bee,12,12,0
SAk6r,Home,2013,Megachilidae,Osmia_pumila,Bee,4,4,0
SAk6r,Home,2013,Megachilidae,Osmia_pumila,Bee,16,16,0
SAk6r,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
SAk6r,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
SAk6r,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,5,4,1
SAk6r,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,5,5,0
SAk6r,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,7,7,0
SAk6r,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,8,3,5
cYKSV,Home,2011,Crabronidae,Passaloecus_gracilis,Wasp,1,1,0
cYKSV,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
cYKSV,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
cYKSV,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,0
cYKSV,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
cYKSV,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
cYKSV,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,5,5,0
cYKSV,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,11,11,0
BW4HD,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,1,0,0
BW4HD,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,2,1,0
BW4HD,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,2,1,0
BW4HD,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,3,0,1
BW4HD,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,5,5,0
BW4HD,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,6,2,0
BW4HD,Home,2012,Megachilidae,Megachile_centuncularis,Bee,4,4,0
BW4HD,Home,2012,Crabronidae,Psenulus_pallipes,Wasp,4,2,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,1,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,3,0,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,4,3,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,5,4,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,6,6,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,8,8,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,8,8,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,8,8,0
BW4HD,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,9,9,0
BW4HD,Home,2013,Megachilidae,Megachile_relativa,Bee,2,2,0
BW4HD,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,0,0
BW4HD,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,3,2,0
BW4HD,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,3,2,0
BW4HD,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,4,3,0
BW4HD,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,6,0,1
BW4HD,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,4,2,2
HtRms,Community,2011,Megachilidae,Osmia_caerulescens,Bee,4,4,0
HtRms,Community,2011,Megachilidae,Osmia_caerulescens,Bee,7,7,0
HtRms,Community,2011,Crabronidae,Trypoxylon_collinum,Wasp,9,9,0
HtRms,Community,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,0,0
HtRms,Community,2013,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
HtRms,Community,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,1,0
HtRms,Community,2013,Crabronidae,Trypoxylon_collinum,Wasp,2,0,0
HtRms,Community,2013,Crabronidae,Trypoxylon_collinum,Wasp,4,2,0
HtRms,Community,2013,Crabronidae,Trypoxylon_collinum,Wasp,7,5,0
P3KiK,Roof,2011,Megachilidae,Megachile_campanulae,Bee,8,0,8
dqrON,Community,2011,Megachilidae,Megachile_rotundata,Bee,1,1,0
dqrON,Community,2011,Megachilidae,Megachile_rotundata,Bee,4,4,0
dqrON,Community,2011,Megachilidae,Megachile_rotundata,Bee,15,14,1
dqrON,Community,2011,Crabronidae,Passaloecus_cuspidatus,Wasp,8,4,4
dqrON,Community,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,1,3
dqrON,Community,2011,Crabronidae,Trypoxylon_frigidum,Wasp,5,2,3
dqrON,Community,2011,Crabronidae,Trypoxylon_frigidum,Wasp,7,3,4
dqrON,Community,2011,Crabronidae,Trypoxylon_frigidum,Wasp,12,11,1
dqrON,Community,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
dqrON,Community,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
dqrON,Community,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
dqrON,Community,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
dqrON,Community,2012,Sphecidae,Isodontia_mexicana,Wasp,6,6,0
dqrON,Community,2012,Megachilidae,Megachile_rotundata,Bee,1,0,0
dqrON,Community,2012,Crabronidae,Passaloecus_cuspidatus,Wasp,10,10,0
dqrON,Community,2013,Megachilidae,Heriades_carinata,Bee,5,3,0
dqrON,Community,2013,Megachilidae,Heriades_carinata,Bee,8,8,0
dqrON,Community,2013,Megachilidae,Heriades_carinata,Bee,9,5,4
dqrON,Community,2013,Megachilidae,Heriades_carinata,Bee,11,4,2
dqrON,Community,2013,Megachilidae,Heriades_carinata,Bee,18,12,4
dqrON,Community,2013,Colletidae,Hylaeus_affinis,Bee,10,6,4
dqrON,Community,2013,Colletidae,Hylaeus_modestus,Bee,10,10,0
dqrON,Community,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
dqrON,Community,2013,Megachilidae,Megachile_campanulae,Bee,10,10,0
dqrON,Community,2013,Megachilidae,Megachile_pugnata,Bee,1,1,0
dqrON,Community,2013,Megachilidae,Megachile_pugnata,Bee,1,1,0
dqrON,Community,2013,Megachilidae,Megachile_pugnata,Bee,2,2,0
dqrON,Community,2013,Megachilidae,Megachile_pugnata,Bee,7,2,5
dqrON,Community,2013,Megachilidae,Megachile_pugnata,Bee,8,2,6
dqrON,Community,2013,Megachilidae,Megachile_rotundata,Bee,1,1,0
dqrON,Community,2013,Megachilidae,Megachile_rotundata,Bee,3,0,3
dqrON,Community,2013,Megachilidae,Osmia_caerulescens,Bee,4,0,4
dqrON,Community,2013,Megachilidae,Osmia_caerulescens,Bee,6,6,0
dqrON,Community,2013,Megachilidae,Osmia_caerulescens,Bee,10,7,3
dqrON,Community,2013,Megachilidae,Osmia_caerulescens,Bee,10,7,3
dqrON,Community,2013,Megachilidae,Osmia_caerulescens,Bee,15,14,1
tdjbt,Home,2011,Megachilidae,Megachile_rotundata,Bee,6,4,0
tdjbt,Home,2011,Megachilidae,Megachile_rotundata,Bee,6,5,1
tdjbt,Home,2011,Megachilidae,Osmia_pumila,Bee,6,4,2
tdjbt,Home,2011,Megachilidae,Osmia_pumila,Bee,19,19,0
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,1,0,0
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,2,1,1
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,3,1,2
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,3,3,0
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,4,3,1
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,4,3,1
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,5,4,1
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,6,4,2
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,7,6,1
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,8,8,0
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,8,5,3
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,9,8,0
tdjbt,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,10,8,2
IBsVs,Roof,2013,Megachilidae,Heriades_carinata,Bee,2,1,1
IBsVs,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,2,0,2
BliwX,Roof,2013,Megachilidae,Anthidium_manicatum,Bee,1,1,0
BliwX,Roof,2013,Megachilidae,Anthidium_manicatum,Bee,1,1,0
BliwX,Roof,2013,Megachilidae,Anthidium_manicatum,Bee,1,1,0
BliwX,Roof,2013,Megachilidae,Anthidium_manicatum,Bee,2,2,0
BliwX,Roof,2013,Megachilidae,Anthidium_manicatum,Bee,8,8,0
BliwX,Roof,2013,Megachilidae,Megachile_campanulae,Bee,1,0,1
BliwX,Roof,2013,Megachilidae,Megachile_campanulae,Bee,7,7,0
BliwX,Roof,2013,Megachilidae,Megachile_campanulae,Bee,8,8,0
BliwX,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,3,2,1
BliwX,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,4,4,0
BliwX,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,9,9,0
BliwX,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,9,6,2
BliwX,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,12,9,2
BliwX,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,13,13,0
BliwX,Roof,2013,Crabronidae,Psenulus_pallipes,Wasp,15,15,0
iO6vH,Home,2011,Megachilidae,Osmia_caerulescens,Bee,4,0,4
iO6vH,Home,2011,Megachilidae,Osmia_caerulescens,Bee,4,3,1
iO6vH,Home,2011,Megachilidae,Osmia_caerulescens,Bee,6,0,6
iO6vH,Home,2011,Megachilidae,Osmia_caerulescens,Bee,10,8,2
iO6vH,Home,2011,Megachilidae,Osmia_pumila,Bee,4,3,1
iO6vH,Home,2011,Megachilidae,Osmia_pumila,Bee,4,2,2
iO6vH,Home,2011,Megachilidae,Osmia_pumila,Bee,5,2,3
iO6vH,Home,2011,Megachilidae,Osmia_pumila,Bee,7,5,2
iO6vH,Home,2012,Sphecidae,Isodontia_mexicana,Wasp,4,4,0
iO6vH,Home,2012,Megachilidae,Megachile_centuncularis,Bee,1,0,0
iO6vH,Home,2012,Megachilidae,Megachile_centuncularis,Bee,6,5,0
iO6vH,Home,2012,Megachilidae,Megachile_centuncularis,Bee,10,8,0
iO6vH,Home,2012,Megachilidae,Megachile_centuncularis,Bee,11,11,0
iO6vH,Home,2012,Megachilidae,Osmia_atriventris,Bee,10,10,0
iO6vH,Home,2012,Megachilidae,Osmia_caerulescens,Bee,8,8,0
iO6vH,Home,2012,Megachilidae,Osmia_caerulescens,Bee,12,12,0
iO6vH,Home,2012,Megachilidae,Osmia_caerulescens,Bee,14,14,0
iO6vH,Home,2012,Megachilidae,Osmia_caerulescens,Bee,16,16,0
iO6vH,Home,2012,Megachilidae,Osmia_caerulescens,Bee,17,15,0
iO6vH,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,5,5,0
iO6vH,Home,2013,Megachilidae,Heriades_carinata,Bee,1,0,1
iO6vH,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
iO6vH,Home,2013,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
iO6vH,Home,2013,Megachilidae,Osmia_caerulescens,Bee,6,6,0
iO6vH,Home,2013,Megachilidae,Osmia_caerulescens,Bee,9,9,0
iO6vH,Home,2013,Megachilidae,Osmia_caerulescens,Bee,10,6,4
iO6vH,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,5,5,0
iO6vH,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,5,5,0
a6qJm,Park,2011,Vespidae,Ancistrocerus_antilope,Wasp,3,3,0
a6qJm,Park,2011,Vespidae,Ancistrocerus_antilope,Wasp,3,3,0
a6qJm,Park,2011,Vespidae,Ancistrocerus_antilope,Wasp,4,4,0
a6qJm,Park,2011,Vespidae,Ancistrocerus_antilope,Wasp,4,0,4
a6qJm,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,1,1,0
a6qJm,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,4,0
a6qJm,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,0,4
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,2,2,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
a6qJm,Park,2012,Sphecidae,Isodontia_mexicana,Wasp,3,3,0
a6qJm,Park,2012,Megachilidae,Osmia_caerulescens,Bee,2,2,0
a6qJm,Park,2012,Megachilidae,Osmia_caerulescens,Bee,2,2,0
a6qJm,Park,2012,Megachilidae,Osmia_caerulescens,Bee,2,2,0
a6qJm,Park,2012,Megachilidae,Osmia_caerulescens,Bee,2,2,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,1,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,1,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,1,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,2,2,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,5,4,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,5,5,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,7,7,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,7,7,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,8,5,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,8,8,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,0,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,5,3,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,7,7,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,7,7,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,8,6,0
a6qJm,Park,2012,Crabronidae,Trypoxylon_frigidum,Wasp,8,3,0
a6qJm,Park,2013,Vespidae,Ancistrocerus_adiabatus,Wasp,1,0,1
a6qJm,Park,2013,Vespidae,Ancistrocerus_adiabatus,Wasp,1,0,1
a6qJm,Park,2013,Vespidae,Ancistrocerus_adiabatus,Wasp,1,1,0
a6qJm,Park,2013,Vespidae,Ancistrocerus_adiabatus,Wasp,2,2,0
a6qJm,Park,2013,Vespidae,Ancistrocerus_gazella,Wasp,9,1,4
a6qJm,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,1,0,1
a6qJm,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
a6qJm,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,1,1,0
a6qJm,Park,2013,Sphecidae,Isodontia_mexicana,Wasp,2,1,1
a6qJm,Park,2013,Megachilidae,Megachile_campanulae,Bee,1,0,1
a6qJm,Park,2013,Megachilidae,Megachile_campanulae,Bee,2,2,0
a6qJm,Park,2013,Megachilidae,Megachile_campanulae,Bee,3,3,0
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,1,0,0
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,1,0,1
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,1,1,0
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,4,4,0
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,5,5,0
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,6,5,1
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,7,7,0
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,11,9,2
a6qJm,Park,2013,Megachilidae,Megachile_centuncularis,Bee,11,9,2
a6qJm,Park,2013,Megachilidae,Osmia_caerulescens,Bee,16,15,0
a6qJm,Park,2013,Megachilidae,Osmia_caerulescens,Bee,16,15,1
a6qJm,Park,2013,Megachilidae,Osmia_pumila,Bee,2,1,1
a6qJm,Park,2013,Megachilidae,Osmia_pumila,Bee,12,2,10
a6qJm,Park,2013,Megachilidae,Osmia_pumila,Bee,15,12,3
a6qJm,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,7,7,0
a6qJm,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,17,16,1
GDWGB,Park,2011,Vespidae,Ancistrocerus_antilope,Wasp,2,2,0
GDWGB,Park,2011,Vespidae,Symmorphus_canadensis,Wasp,2,2,0
GDWGB,Park,2011,Vespidae,Symmorphus_canadensis,Wasp,4,4,0
GDWGB,Park,2011,Vespidae,Symmorphus_canadensis,Wasp,5,5,0
GDWGB,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,1,0,1
GDWGB,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,2,0,2
GDWGB,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,1,0,1
GDWGB,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,3,2,1
GDWGB,Park,2011,Crabronidae,Trypoxylon_lactitarse,Wasp,6,3,3
GDWGB,Park,2012,Vespidae,Ancistrocerus_antilope,Wasp,1,0,1
GDWGB,Park,2012,Vespidae,Ancistrocerus_antilope,Wasp,9,9,0
GDWGB,Park,2012,Vespidae,Ancistrocerus_antilope,Wasp,12,8,4
GDWGB,Park,2012,Vespidae,Symmorphus_canadensis,Wasp,4,4,0
GDWGB,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
GDWGB,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
GDWGB,Park,2012,Crabronidae,Trypoxylon_collinum,Wasp,4,4,0
GDWGB,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,2,2,0
GDWGB,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,4,3,1
GDWGB,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,6,6,0
GDWGB,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,7,6,1
GDWGB,Park,2012,Crabronidae,Trypoxylon_lactitarse,Wasp,7,7,0
S2qIa,Park,2013,Megachilidae,Megachile_pugnata,Bee,2,2,0
S2qIa,Park,2013,Megachilidae,Megachile_pugnata,Bee,4,4,0
S2qIa,Park,2013,Megachilidae,Megachile_pugnata,Bee,6,2,4
S2qIa,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,5,2,3
S2qIa,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,9,7,1
S2qIa,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,16,12,4
S2qIa,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,17,4,13
S2qIa,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,18,15,3
S2qIa,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,20,20,0
x6lwo,Park,2011,Colletidae,Hylaeus_sp,Bee,1,0,1
x6lwo,Park,2011,Colletidae,Hylaeus_sp,Bee,2,1,1
x6lwo,Park,2011,Megachilidae,Osmia_pumila,Bee,4,2,2
x6lwo,Park,2011,Megachilidae,Osmia_pumila,Bee,12,10,1
x6lwo,Park,2011,Crabronidae,Psenulus_pallipes,Wasp,3,2,0
x6lwo,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
x6lwo,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,3,1
x6lwo,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,5,2,2
x6lwo,Park,2011,Crabronidae,Trypoxylon_frigidum,Wasp,5,4,0
x6lwo,Park,2012,Megachilidae,Megachile_centuncularis,Bee,3,3,0
x6lwo,Park,2012,Crabronidae,Psenulus_pallipes,Wasp,7,7,0
x6lwo,Park,2012,Crabronidae,Psenulus_pallipes,Wasp,8,8,0
x6lwo,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,1,1,0
x6lwo,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,1,1,0
x6lwo,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,2,2,0
x6lwo,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,5,2,0
x6lwo,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,9,7,0
x6lwo,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,10,4,2
x6lwo,Park,2013,Crabronidae,Psenulus_pallipes,Wasp,14,11,2
JexxL,Roof,2012,Megachilidae,Megachile_campanulae,Bee,4,4,0
JexxL,Roof,2012,Megachilidae,Megachile_campanulae,Bee,6,6,0
JexxL,Roof,2012,Megachilidae,Megachile_campanulae,Bee,6,6,0
JexxL,Roof,2012,Megachilidae,Osmia_pumila,Bee,1,0,0
JexxL,Roof,2012,Megachilidae,Osmia_pumila,Bee,7,6,0
JexxL,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,6,6,0
JexxL,Roof,2012,Crabronidae,Trypoxylon_collinum,Wasp,11,9,0
JexxL,Roof,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
JexxL,Roof,2012,Crabronidae,Trypoxylon_frigidum,Wasp,4,4,0
JexxL,Roof,2012,Crabronidae,Trypoxylon_frigidum,Wasp,6,6,0
JexxL,Roof,2012,Crabronidae,Trypoxylon_frigidum,Wasp,11,11,0
JexxL,Roof,2013,Megachilidae,Megachile_sp,Bee,1,0,1
JexxL,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,4,4,0
JexxL,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,4,4,0
JexxL,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,9,9,0
JexxL,Roof,2013,Crabronidae,Trypoxylon_collinum,Wasp,9,9,0
GAJVv,Home,2011,Megachilidae,Megachile_rotundata,Bee,6,4,2
GAJVv,Home,2011,Megachilidae,Osmia_caerulescens,Bee,9,7,1
GAJVv,Home,2011,Crabronidae,Passaloecus_cuspidatus,Wasp,1,0,1
GAJVv,Home,2011,Crabronidae,Passaloecus_cuspidatus,Wasp,2,0,2
GAJVv,Home,2011,Crabronidae,Psenulus_pallipes,Wasp,1,0,0
GAJVv,Home,2011,Crabronidae,Psenulus_pallipes,Wasp,6,6,0
GAJVv,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,5,0,0
GAJVv,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,6,1,0
GAJVv,Home,2011,Crabronidae,Trypoxylon_collinum,Wasp,10,0,10
GAJVv,Home,2012,Megachilidae,Heriades_carinata,Bee,12,9,0
GAJVv,Home,2012,Megachilidae,Megachile_rotundata,Bee,4,0,4
GAJVv,Home,2012,Megachilidae,Megachile_rotundata,Bee,9,9,0
GAJVv,Home,2012,Megachilidae,Osmia_caerulescens,Bee,4,4,0
GAJVv,Home,2012,Megachilidae,Osmia_caerulescens,Bee,7,7,0
GAJVv,Home,2012,Megachilidae,Osmia_caerulescens,Bee,11,11,0
GAJVv,Home,2012,Megachilidae,Osmia_caerulescens,Bee,14,14,0
GAJVv,Home,2012,Megachilidae,Osmia_caerulescens,Bee,14,14,0
GAJVv,Home,2012,Crabronidae,Passaloecus_gracilis,Wasp,7,6,0
GAJVv,Home,2013,Megachilidae,Megachile_rotundata,Bee,1,0,0
GAJVv,Home,2013,Megachilidae,Megachile_rotundata,Bee,6,0,6
GAJVv,Home,2013,Megachilidae,Megachile_rotundata,Bee,6,3,3
GAJVv,Home,2013,Megachilidae,Megachile_rotundata,Bee,8,4,4
GAJVv,Home,2013,Megachilidae,Megachile_rotundata,Bee,10,5,5
GAJVv,Home,2013,Megachilidae,Megachile_rotundata,Bee,17,14,3
GAJVv,Home,2013,Megachilidae,Osmia_caerulescens,Bee,6,6,0
GAJVv,Home,2013,Megachilidae,Osmia_pumila,Bee,4,4,0
GAJVv,Home,2013,Megachilidae,Osmia_pumila,Bee,4,4,0
GAJVv,Home,2013,Megachilidae,Osmia_pumila,Bee,5,5,0
GAJVv,Home,2013,Megachilidae,Osmia_pumila,Bee,13,13,0
GAJVv,Home,2013,Megachilidae,Osmia_pumila,Bee,20,19,1
GAJVv,Home,2013,Crabronidae,Psenulus_pallipes,Wasp,7,5,2
VF2Pq,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,2,0,2
VF2Pq,Home,2011,Crabronidae,Trypoxylon_frigidum,Wasp,4,3,1
VF2Pq,Home,2012,Megachilidae,Heriades_carinata,Bee,3,1,2
VF2Pq,Home,2012,Megachilidae,Heriades_carinata,Bee,7,7,0
VF2Pq,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,1,0,1
VF2Pq,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,5,4,1
VF2Pq,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,7,0,7
VF2Pq,Home,2012,Crabronidae,Trypoxylon_collinum,Wasp,8,0,8
VF2Pq,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,2,2,0
VF2Pq,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,3,3,0
VF2Pq,Home,2012,Crabronidae,Trypoxylon_frigidum,Wasp,7,7,0
VF2Pq,Home,2013,Colletidae,Hylaeus_affinis,Bee,13,7,6
VF2Pq,Home,2013,Megachilidae,Megachile_rotundata,Bee,1,0,1
VF2Pq,Home,2013,Megachilidae,Megachile_rotundata,Bee,3,2,1
VF2Pq,Home,2013,Crabronidae,Psenulus_pallipes,Wasp,1,0,1
VF2Pq,Home,2013,Crabronidae,Psenulus_pallipes,Wasp,15,12,3
VF2Pq,Home,2013,Crabronidae,Trypoxylon_collinum,Wasp,6,4,2
VF2Pq,Home,2013,Crabronidae,Trypoxylon_frigidum,Wasp,8,4,4
L8NdO,Home,2011,Vespidae,Ancistrocerus_adiabatus,Wasp,8,7,0
L8NdO,Home,2011,Vespidae,Ancistrocerus_adiabatus,Wasp,8,6,0
