"","site","perc_tree_250","perc_grass_250","perc_earth_250","perc_build_250","perc_roads_250","perc_paved_250","perc_urb_250"
"71","6KpHa",90.8779304052981,7.02503148789055,0.146266330303355,0.958672374500903,0.49771181839336,0.494387583613739,1.950771776508
"72","p4hhS",86.0641723840615,7.37636056803024,0,3.29410377532296,0.828868729596085,2.43649454298916,6.55946704790821
"73","RYvED",65.2165771032113,9.81036537116357,0,7.77448735860938,5.23537716710209,11.9631929999137,24.9730575256252
"74","QKrAU",36.4550798934381,29.8772895038,1.43750315037216,10.5930913971971,0.0151217863870319,21.6219142688056,32.2301274523897
"75","QYeyE",31.6997520295283,41.3439836605656,5.81494830100845,3.30346642621045,10.1996528956596,7.63819668702759,21.1413160088976
"76","Enp7x",39.5093512983123,29.7229018238881,6.20841626122425,11.4853196765859,0,13.0740109399896,0
"77","98vV9",26.0005319295285,14.0009354622743,0,31.1169602978805,16.6598494089162,12.2217229014004,59.9985326081972
"78","LeJL9",26.3188305839926,14.1455459946695,0,30.466412674421,17.3290092284665,11.7402015184505,59.5356234213379
"79","eBxtw",11.6843404743954,11.4937531756907,0,38.9267678852147,22.4032709843219,15.4918674803772,76.8219063499139
"80","iMm0w",78.4370041109492,13.5582446339585,4.25756999285456,0.956746875028999,0,2.79043438720873,0
"81","zMknh",2.10379737998968,5.81171270637036,0,40.2864706282183,10.4357682295733,41.3622510558484,92.08448991364
"82","TUJhp",40.6515801580066,20.2393028191362,0,17.1703349615806,9.27238809392351,12.6663939673531,39.1091170228572
"83","QVf8L",76.6671562037529,17.8178319532153,1.37239839281209,0.79813373400061,1.62695767763606,1.71752203858305,4.14261345021973
"84","P5vps",80.7796121645454,14.0870022174538,0.865085652636063,0.71300892953115,0.0095545585196804,3.5457364773139,4.26829996536473
"85","w4NX6",64.1030504893838,18.5320531060019,0,6.89414692114997,4.49790503182901,5.97284445163534,17.3648964046143
"86","nj3Tv",71.3340185838446,13.2859005665442,0,7.29213497818329,4.30252752972165,3.7854183417062,15.3800808496111
"87","2IVbG",79.030577105506,17.4186841318727,0,0.642210180239887,0,2.90852858238145,0
"88","QMw74",23.9016385016686,15.3752253261033,0,27.8881207711201,14.1826031727384,18.6524122283696,60.7231361722281
"89","xRMA3",67.048765112037,30.8332183183441,0,0.0850489217811035,0,2.03296764783778,0
"90","eZzb4",53.0614956485794,32.4101481476014,0,4.52894672739217,0,9.99940947642704,0
"91","AT0RG",60.8830895554819,17.0141311101708,0,6.04622439760758,0,16.0565549367397,0
"92","wiATg",33.7072241951105,20.3484063628093,0.275327972294779,22.8746001232648,15.6331626214305,7.16127872509025,45.6690414697855
"93","SxiO7",11.6521844406412,10.8129674163672,0,37.0088287465308,26.3857169848354,14.1403024116254,77.5348481429916
"94","ErRUg",50.5759629035867,10.0514698059702,0,20.3500166919185,13.1646043281594,5.85794627036506,39.3725672904431
"95","l9qwa",6.79039633726913,11.7149423937986,0,43.3507530719945,26.1675780082067,11.9763301887312,81.4946612689323
"96","VB0s8",29.2514124293785,17.5561303103676,0.150414557194218,22.7615745836085,16.9981289896544,13.2823391297968,53.0420427030596
"97","1wIAO",17.2843401251733,21.4581300305963,0,28.7843658055191,20.7183526425076,11.7548113962037,61.2575298442304
"98","YgefT",34.4707725268356,19.829888548935,0,27.5712985993411,10.5174146874748,7.61062563741351,45.6993389242294
"99","yOqkX",19.8127172507406,14.2397255876661,0,30.8051690772518,15.6605798244568,19.4818082598846,65.9475571615933
"100","sS0ji",43.3606339365146,16.5784670696028,0,21.7756092192272,11.0812322874726,7.20405748718278,40.0608989938826
"101","BeXKd",66.6487019656095,17.9778525742061,0,5.2917908095301,1.13258966250089,8.94906498815347,15.3734454601845
"102","phL7O",58.4234036420196,23.076893314323,0.0615192944239917,4.09644987241517,6.81393895660955,7.5277949202087,18.4381837492334
"103","vnlxz",66.8925625427667,26.4288775763409,0.078577927497763,1.45839129552068,0,5.14159065787396,0
"104","b1KH7",36.6483666652604,16.6631509630888,0.178108600389234,24.175445225644,13.4381196427556,8.89680890286203,46.5103737712616
"105","2MKAc",23.0354401263452,44.9053786596181,0.73609661520288,14.4920970040703,9.20239997211894,7.62858762264455,31.3230845988338
"106","OxeKC",59.5430783058495,16.9574628097658,0,15.5316690206725,6.10158299246107,1.86620687125117,23.4994588843847
"107","7zNYj",18.7650068144007,17.1957686515558,0,33.3736877922259,18.5439744372846,12.1215623045331,64.0392245340436
"108","rZ0ul",71.6670274077634,10.8602024307836,0,7.24245837108886,3.86903997622777,6.3612718141364,17.472770161453
"109","e8Lju",18.4084630539342,19.9293400300103,0.418970330883837,32.0057379124124,18.3272004197041,10.9102882530551,61.2432265851717
"110","hEdHx",18.3726851172483,43.9097672644029,0.0636501041880668,12.8938235553077,6.32557303436739,18.4345009244857,37.6538975141608
"111","9PF5p",25.3897198713562,14.3348297744697,0,30.2254201746195,19.5756149198912,10.4744152596634,60.275450354174
"112","WfPqj",23.1562902391513,15.6482836798257,0,32.5242397895733,15.8260237940636,12.8451624973862,61.1954260810231
"113","Lwe2a",28.1211417665606,23.8419765960482,1.81358491679743,19.6562698291679,15.0571325977993,11.5098942936266,46.2232967205938
"114","P4Wxh",30.0908363844478,15.4119187902178,0.109876805905099,25.0086213854383,16.9656025064385,12.4131441275525,54.3873680194293
"115","YFmep",85.171869862692,8.50522929028824,3.29100843888463,1.00652095630255,0.338181647383006,1.68718980444959,3.03189240813515
"116","eTUNR",57.4639361764667,21.2546626489345,1.79944588672347,6.60536401373715,5.7300091593673,7.14658211477086,19.4819552878753
"117","ov9ky",93.2010998868195,5.05606744602832,0,0.0330186169968834,0,1.70981405015528,0
"118","yLOw6",36.2991536709112,15.5908712383845,0.797354258609115,22.3699415603711,13.302811191941,11.6398680797831,47.3126208320952
"119","vLXXi",1.76784173151697,3.11870320243048,0,42.3089591870909,28.2753468241598,24.5291490548018,95.1134550660526
"120","P9Lc3",35.1603056795794,18.4754175945527,0.242687280104779,24.3786068319313,15.7442226486116,5.99875996522033,46.1215894457631
"121","qDX8K",5.79528772753964,6.72508073987082,0,30.1218438050499,32.0175792718732,25.3402084556665,87.4796315325896
"122","cFdUw",13.6867148105824,14.8391972427,0,35.3283648616673,19.9830878751804,16.1626352098699,71.4740879467176
"123","rMJpS",36.9583640585963,12.5195816228075,0,18.0402234964799,19.4299225539939,13.0519082681224,50.5220543185962
"124","J64gf",4.55008362612269,19.1141506366944,9.43173405717912,11.7993129732122,21.2206672072009,33.8840514995907,66.9040316800038
"125","uIvCn",28.1328417345367,11.8528505392912,0,29.6626678406339,18.9676425269646,11.3839973585736,60.0143077261721
"126","D1rgw",9.81599931029549,15.1694636997144,0.000917160251742146,30.1965841283584,18.8135248119363,26.0035108894437,75.0136198297384
"127","fqMOZ",50.476099633318,19.2666726588023,0,13.6347377554071,8.77175282807401,7.85073712439857,30.2572277078797
"128","5Cakr",39.2297815360346,20.2654217950364,0,17.0405561567951,16.4649558853202,6.99928462681365,40.504796668929
"129","Nn3cM",17.5368959356692,25.0105469366193,0,31.0424775579531,13.5558400680874,12.854239501671,57.4525571277115
"130","QM7IH",28.373269547895,16.5206241825809,0,24.1886341832963,22.4089764308158,8.50849565541189,55.106106269524
"131","lm8Vb",1.54565206221511,1.72933931310877,0,41.9432679815322,34.7961640376696,19.9855766054743,96.7250086246761
"132","VNQ0u",48.8671465152282,13.8838751806769,0,22.2337170654399,10.0205072894426,4.99475394921236,37.2489783040949
"133","4VobQ",12.6009144685661,23.9347101736463,0,32.2865750730254,14.3964580856342,16.7813421991281,63.4643753577877
"134","YmAyT",21.6508225210233,25.3011737676912,0,18.0155667810489,9.79385428786027,25.2385826423764,53.0480037112856
"135","vtkfe",61.4949723479135,22.4069884364002,1.44645550527903,1.42533936651584,4.90120663650075,8.32503770739065,14.6515837104072
"136","4QWwi",70.3930006371462,23.1483063366906,0,0.509917974960354,3.18894702038667,2.75982803081617,6.45869302616319
"137","iT7mR",81.9861854936908,7.1430264760078,0,0.12801586189804,2.56527408109826,8.17749808730509,10.8707880303014
"138","Q19Ql",35.3416792772963,15.2099784472876,0,13.6790938689412,19.4504516898244,16.3187967166506,49.4483422754162
"139","0buhG",18.3009305371362,16.9673991000956,0,27.8000033017285,23.2648958396387,13.6667712214011,64.7316703627682
"140","qKZQ3",35.1038655141545,15.2991590965792,0,25.0414581529476,15.3648317459386,9.19068549038024,49.5969753892664
"141","jXk3i",18.323761237506,23.0192548623251,0.745100988515319,28.0370385996064,19.2022173266246,10.6726269854227,57.9118829116536
"142","IHp52",20.6854994038338,14.5871778409612,0,32.5347152159956,19.5085756213886,12.6840319178208,64.727322755205
"143","LXbGC",38.2723749112634,18.5072814420906,0.288542849438598,25.2552953024197,9.377184019899,8.2993214748887,42.9318007972074
"144","NTp7f",14.575422613662,15.7321847075427,0,26.1267097707214,18.4525852338942,25.1130976741796,69.6923926787953
"145","UtY7R",46.5549292930493,32.8174091737888,0,9.4062120753178,5.83176437747593,5.38968508036816,20.6276615331619
"146","BQDxR",71.8584512325536,13.9969440668857,0,6.24301822003819,5.88166238359114,2.01992409693141,14.1446047005607
"147","m9rCB",59.1435127862249,20.6771627256001,0,6.99981840093771,5.06936533879231,8.11014074844494,20.179324488175
"148","AZjsh",50.5061145126745,17.042785908119,0,7.02823061923623,12.8907467840929,12.5321221758773,32.4510995792064
"149","To1zd",56.8932533174433,16.452637074562,0,5.83884780070066,8.85438669960281,11.9608751076912,26.6541096079947
"150","Q1kCz",45.9696893460971,16.4986108076047,0,7.49814988587137,14.6130552867356,15.4204946736913,37.5316998462982
"151","uijTr",52.1329584698486,16.1032645591664,0,6.07382154136781,11.80967561026,13.8802798193571,31.763776970985
"152","AcIS2",31.8671078794638,15.7526909333705,0,26.0539947612095,15.0140141315274,11.3121922944288,52.3802011871657
"153","B3wLW",31.488767703226,21.6323745480759,0,16.3173254532081,6.40553663176006,24.15599566373,46.8788577486981
"154","cEVoL",29.2633896253838,6.12338465079501,0,27.8187170758328,4.73551151023317,32.0589971377553,64.6132257238212
"155","r2ykG",48.5255434284142,19.6366137760249,0,17.6386315692929,8.91589470787857,5.28331651838943,31.8378427955609
"156","fLwK1",10.5947899951682,42.083286108841,2.84897905618621,0.0208781966010296,0,44.4520666432036,0
"157","LOMxN",6.53581175530853,52.0160753511283,0,0,0,41.4481128935632,0
"158","XvuFi",34.060172972251,40.7397513384757,0.00612192651462027,0.02003539586603,0,25.1739183668926,0
"159","LYkor",58.1420175650987,17.5948141137109,0,9.83286008819235,11.0473391883662,3.38296904463179,24.2631683211904
"160","2DMIj",39.13726151978,27.1591849162923,0,18.7537488237636,9.20903716448601,5.74076757567809,33.7035535639276
"161","huqmO",34.5800344297256,21.580427178194,0,20.1384530114998,13.7340835930245,9.96700178755611,43.8395383920804
"162","Z4sxV",45.19115418903,16.3995289473588,0,19.6646134543494,14.5142177921425,4.23048561711932,38.4093168636112
"163","v8EUT",31.5929690653554,16.684708818025,0,19.8091813144472,13.5952809071227,18.3178598950497,51.7223221166196
"164","Q2diL",27.0635604879391,38.431440887829,1.23122076492708,16.3652205814913,9.4344675777309,7.47408970008255,33.2737778593048
"165","wk3yD",23.022369304486,22.3045483396377,0,25.9125480167742,13.1742985973782,15.5862357417239,54.6730823558763
"166","2GiFE",21.4469698226827,17.7612328320067,0,34.6859379638285,0,26.1058593814821,0
"167","1Gg23",29.5331398782774,33.2191190335563,0,9.7722928826393,5.74880680296566,21.7266414025614,37.2477410881664
"168","OUdi4",29.7614847764399,49.8506403865327,1.13543983434312,0.807385535700591,3.00521512385919,15.4398343431245,19.2524350026843
"169","QyoDU",9.1038372675006,55.082158562239,0.715666918458296,10.9667875143364,1.75232199285995,22.3792277446057,35.0983372518021
"170","0GSjz",21.6764617405149,12.5452150880823,0,31.4887778535948,22.8124335072234,11.4771118105845,65.7783231714028
"171","KwxtU",15.2082278620325,24.7914419669389,0.398039517803556,23.2102895966777,20.4463912306575,15.9456098258898,59.602290653225
"172","mngaK",3.67369267427644,3.56648517268852,0,35.348185733325,31.7247924690402,25.6868439506699,92.759822153035
"173","0450K",17.1573168293403,12.1028466819894,0.791876161354169,25.9492150025405,18.8801106462128,25.1186346785628,69.9479603273161
"174","S2qIa",6.87540011115982,76.3154370910612,0,1.32052733045834,3.83189553177869,11.656739935542,16.809162797779
"175","R4qPV",20.8806648825432,20.8834162724536,0,24.4644419539271,23.2784094765206,10.4930674145556,58.2359188450032
"176","f9LX1",22.9442732408834,19.6056203683322,0,25.0603492552645,19.1928974979822,13.1968596375376,57.4501063907844
"177","Lm8e3",29.0400038154776,17.673916074167,0.151335050298268,22.6426585074145,17.2074372463991,13.2846493062434,53.1347450600571
"178","4jIS2",43.5431623665105,30.4926500530106,0,11.0801322146691,10.8095763921243,4.07447897368547,25.9641875804789
"179","nS3a8",38.0128638749589,34.84281055261,0,9.1488831027485,10.0598223092243,7.93562016045832,27.1443255724311
"180","0u2Aq",70.6871788090174,11.6919946074812,0.478090137347601,5.73634697258558,5.64892057789582,5.75746889567239,17.1427364461538
"181","I85gB",91.4937290071588,3.00902103148125,1.02537424274981,1.91070196668288,1.17069842311013,1.39047532881716,4.47187571861017
"182","k3Pl1",88.35054216257,2.43025451051484,1.0208945588572,3.68610494946197,2.32366110804593,2.18854271055012,8.19830876805801
"183","X3r6B",34.8892283064451,24.3378298000455,0,18.4339225002019,8.25959568515432,14.0794237081531,40.7729418935094
"184","9wY7U",8.62477662435831,13.956253233672,0,35.0695170682841,26.2234747158955,16.12597835779,77.4189701419697
"185","bU5d4",14.5149810879128,15.9094494399748,0,31.0616816532576,22.3839502232397,16.1299375956152,69.5755694721125
"186","T5bh7",51.782520567545,15.275838981574,0,17.7063403986022,9.93900817198778,5.29629188029093,32.9416404508809
"187","Fa1fL",38.2348031689605,23.2240632618134,0.432898050674752,14.8506043146729,11.0532079396437,12.2044232642347,38.1082355185513
"188","De6a9",23.3457565598122,24.2786913222754,0.0532161843261822,16.9974327778665,19.0906638627243,16.2342392929955,52.3223359335862
"189","m4Y7o",22.4581323256966,18.0686758258892,0.196452482711815,30.4937909276006,17.0234972577361,11.7594511803658,59.2767393657024
"190","a4rFt",88.35054216257,2.43025451051484,1.0208945588572,3.68610494946197,2.32366110804593,2.18854271055012,8.19830876805801
"191","Cq30P",91.4937290071588,3.00902103148125,1.02537424274981,1.91070196668288,1.17069842311013,1.39047532881716,4.47187571861017
"192","a8Nd5",36.6222108036183,38.2149143157338,0.200166421890998,4.4809285881365,2.77203652078548,17.7097433498349,24.9627084587569
