"","site","perc_tree_500","perc_grass_500","perc_earth_500","perc_build_500","perc_roads_500","perc_paved_500","perc_urb_500"
"40","GDWGB",39.8069823805017,27.6609195059549,0.126158305276491,13.7801111202353,9.71327199134233,8.91255669668928,32.4059398082669
"41","WY8Fi",4.17194985552532,78.1100575559957,0.230893505128496,3.19820751433397,2.39482651803881,11.8940650509777,17.4870990833505
"42","x6lwo",25.3808233249414,18.0074472524499,0.129272196159896,29.0056267110567,13.7902112653451,13.686619250047,56.4824572264488
"43","JexxL",12.6534337002703,14.5524415717224,0.0310455755469089,36.2392206047238,20.0706665168653,16.4531920308713,72.7630791524604
"44","VF2Pq",12.6599628920025,16.8746463229973,0.178936488093982,31.2875631344977,22.5035791883382,16.4953119740703,70.2864542969062
"45","L8NdO",63.7326211353104,13.8298775048411,1.81278692804769,10.1985378908205,5.34523835425687,5.08093818672353,20.6247144318009
"46","ggYQS",12.0312703750572,23.5416280210183,0.345606885139317,23.2078214506765,18.4078941810214,22.4657790870872,64.0814947187852
"47","IZu8P",32.1213744298163,18.0968854799265,0.302982082922715,23.6788729268289,15.4710713330891,10.3288137474165,49.4787580073345
"48","DQ8Sw",44.1916491540933,24.9023053234703,0.659332889186619,11.2965395583663,12.1285111427717,6.82166193211167,30.2467126332498
"49","lvTbU",50.3139639424271,26.6883882090555,0,5.29182521892634,10.1193137980075,7.58650883158352,22.9976478485173
"50","6FUNv",51.1579289941106,26.9097680578071,0,3.78002795817622,10.5323823864428,7.61989260346331,21.9323029480823
"51","WJHmh",50.106148549819,26.7811829830298,0,4.91383138817542,10.3867540115804,7.8120830673953,23.1126684671512
"52","A3kcA",50.4243972339341,27.1175052480741,0,3.68045539301201,10.7327221762921,8.04491994868758,22.4580975179917
"53","36NAI",24.0538092737766,19.5856768462831,0.161097646818746,27.7707029736342,14.2700506496871,14.1586626098002,56.1994162331215
"54","BFBTl",42.6675080033219,16.1506371703574,0.472609860239368,22.6357927908882,12.1233646556978,5.95008751949527,40.7092449660813
"55","1WsN2",48.9004840417557,29.9009874000627,0.162945214782661,5.47231787805569,6.81686264428077,8.74640282106247,21.0355833433989
"56","8J98D",29.1643770142443,14.4699917159687,0.173524309457648,27.158549753268,12.9274922503484,16.106064956713,56.1921069603293
"57","E8yKV",56.4268592264458,9.39551497317107,0.231668449684959,8.12252356419005,9.70056446238513,16.122869324123,33.9459573506982
"58","g673v",21.9768340476666,14.032714856067,0.0533858018533679,31.1131444191428,15.4152420133419,17.4086788619284,63.9370652944131
"59","f5USN",1.01369673040902,6.38975640511684,0,29.7643401924899,8.89100429678836,53.9412023751959,92.5965468644741
"60","zAo4O",33.1146119580327,22.0685478876406,0,18.4215451947206,11.8397185049936,14.5555764546126,44.8168401543268
"61","8BqiG",39.3466432839079,27.5104974767533,0.0588849285768008,18.1078951664829,10.7359974024592,4.24008174181986,33.083974310762
"62","U5Lyc",15.1448891204294,18.9500973142728,0.629286734991498,22.1240926659341,10.6851254996414,32.4665086647308,65.2757268303063
"63","fJPzr",38.4653199734024,19.336986678284,0,20.6518698553184,14.6303166487057,6.91550684428955,42.1976933483136
"64","xomGl",6.51032644903398,15.7878196145099,0.304394771301891,15.9149532495578,21.4202026235383,40.0623032920582,77.3974591651543
"65","zIOo4",13.2456866861661,19.4151631634606,0,32.4948385149965,17.2411025720751,17.6032090633017,67.3391501503733
"66","MR9ay",34.6912786517184,20.6531289437384,0.248180377424941,18.5696886097497,11.7599528952543,14.0777705221143,44.4074120271182
"67","zAXNf",10.7595012170583,16.845526233246,0.0521399864628637,33.3790838403645,22.9606707669393,16.0030779559291,72.3428325632329
"68","GTAMi",71.3441164473418,12.052821701951,0.200460821025786,5.70679435402373,4.47642242662325,6.21938424903444,16.4026010296814
"69","U3mPy",62.6135682088402,12.3754759207176,0.336224765360819,9.13809077380338,6.63799555524351,8.89864477603447,24.6747311050814
"70","Hq5sT",71.7288707224649,14.9371151632908,0.0628802368381591,5.98222425843179,0.577559805223061,6.71134981375122,13.2711338774061
"71","6KpHa",77.5116760538854,13.916179339028,0.0629755993738373,3.44845537024769,1.00010042926601,4.06061320819908,8.50916900771278
"72","p4hhS",76.8651968293531,13.5217354246764,0.0629798644113087,3.82279023374422,1.63309967358278,4.09419797423216,9.55008788155915
"73","RYvED",69.1830916590103,10.8878104953738,0.363647884161619,6.77932404653775,5.28556689812487,7.50055901679162,19.5654499614542
"74","QKrAU",25.3538898347084,25.8962995062185,2.25772817358678,16.6377855371473,4.65384066734282,25.2004562809962,46.4920824854863
"75","QYeyE",39.6763138463959,34.3510794985291,1.30280962638943,7.92404043805866,9.55526665776709,7.19048993285988,24.6697970286856
"76","Enp7x",42.7955927283343,26.0756952419315,2.578083930698,11.555553297185,2.17203917615875,14.8230356256923,28.5506280990361
"77","98vV9",23.504121602997,13.9890962010071,0,30.4534932838487,19.0325733451786,13.0207155669687,62.5067821959959
"78","LeJL9",23.5342842728065,14.0040820070632,0,30.4956657340733,18.9943127092602,12.9716552767968,62.4616337201303
"79","eBxtw",12.3196085490036,14.3578043708053,0,36.9679974135618,18.9141086991913,17.4404809674379,73.322587080191
"80","iMm0w",65.870781352965,15.1814021760342,2.51386535965088,5.44319656993204,3.14887196354987,7.84188257786803,16.4339511113499
"81","zMknh",5.87770279575816,10.9808107239591,0.808244961667355,23.5556626727264,14.6698342744342,44.1077445714548,82.3332415186154
"82","TUJhp",25.3808233249414,18.0074472524499,0.129272196159896,29.0056267110567,13.7902112653451,13.686619250047,56.4824572264488
"83","QVf8L",71.7862116016326,13.0830406013938,0.412950248942818,5.523791166245,3.50855786929446,5.68544851249129,14.7177975480307
"84","P5vps",73.122212488733,14.8553845613861,0.424016141667605,4.15343748979324,2.030919346748,5.41402997167213,11.5983868082134
"85","w4NX6",60.9795227166381,16.1027893521097,0,10.6996497990894,7.10851214747803,5.10952598468474,22.9176879312522
"86","nj3Tv",61.8328811924913,12.4993034835951,0,11.6266893113168,8.06213709192773,5.97898892066897,25.6678153239135
"87","2IVbG",73.3723637592702,15.3172924015476,0,2.9391057279061,3.4019053010556,4.96933281022052,11.3103438391822
"88","QMw74",21.8952827316654,16.2050172490032,0,27.3764387753368,14.7593886877946,19.7638725561999,61.8997000193314
"89","xRMA3",43.2551508315246,36.0292881488376,2.19740948652758,7.07042436070707,3.21386340775276,8.23386376465041,18.5181515331102
"90","eZzb4",43.2187049974118,36.0421277117916,0.828035869016874,7.03698845441924,0.859959350453534,12.0141836169069,19.9111314217797
"91","AT0RG",40.3492180413308,35.7266992518102,0.0316965719662895,7.99219878130684,0.00475684066656054,15.8954305129193,23.8923861348927
"92","wiATg",33.1479779664654,19.4815277464419,0.0688318668156113,23.49574168744,16.1298147913766,7.67610594146035,47.301662420277
"93","SxiO7",11.2296882889254,12.0790506365976,0,38.3033022910908,21.8272961697752,16.560662613611,76.6912610744771
"94","ErRUg",54.4480157236151,9.9501574975386,0.0479210737622262,18.3872930738228,10.6646171427209,6.50199548854044,35.5539057050841
"95","l9qwa",9.81907795931788,13.152605423213,0,40.0004035469946,22.4630307388166,14.5648823316579,77.0283166174691
"96","VB0s8",37.8341831267132,22.873683478287,0.865209985448228,14.5406791578773,12.9864691085066,10.8997751431676,38.4269234095515
"97","1wIAO",12.423939067793,18.2249995758151,0.365211704934256,31.7084836514567,22.4235584478594,14.8538075521415,68.9858496514576
"98","YgefT",27.4941577213462,19.0034558408112,0.169123419741582,27.4136773521362,15.4073819988114,10.5122036671534,53.333263018101
"99","yOqkX",17.923049161278,18.1716918756383,0.711626271015056,28.4699576591999,14.9327788781178,19.790896154751,63.1936326920687
"100","sS0ji",40.4416124383909,18.7487265151028,0.588235294117647,21.1320477637146,11.4469082999091,7.64246968876488,40.2214257523886
"101","BeXKd",58.6248855343786,18.1775968630057,0.0641535690464792,7.60916070709142,4.90515499857623,10.6190483279016,23.1333640335692
"102","phL7O",47.2483723227623,23.1171568643874,0.0880666358114359,10.447191846944,7.48461107332648,11.6146012567683,29.5464041770388
"103","vnlxz",58.3932637371515,22.5999257954615,0.0646266384618473,5.85437044898583,4.17504531362543,8.9127680663139,18.9421838289252
"104","b1KH7",31.8365484072942,15.3280935005126,0.126829335418869,26.9118088890622,16.2456223237978,9.55109754391437,52.7085287567744
"105","2MKAc",17.8371147221009,36.9015603731981,0.366199740977315,17.5530519549609,13.5770445731812,13.7650286355815,44.8951251637236
"106","OxeKC",66.5933855289472,15.3152533449996,0.138812267757721,10.499701234911,5.28124044146612,2.17160718191836,17.9525488582955
"107","7zNYj",23.0953860404968,17.4205574904903,0.285967812570936,30.3296471489202,16.3866526953934,12.4817888121284,59.198088656442
"108","rZ0ul",66.7510943264704,8.71829090166998,0,9.97443323175415,7.89662312290622,6.65955841719921,24.5306147718596
"109","e8Lju",21.0023403350765,19.2221171983671,0.202618075018219,31.079723195642,17.6188753091668,10.8743258867292,59.5729243915381
"110","hEdHx",16.0219035197301,41.4338217246911,0.0866616721894941,12.7987224170211,9.63614484473155,20.0227458216366,42.4576130833893
"111","9PF5p",21.4227464031615,14.2870444096268,0,27.7529437018174,19.6845037812212,16.8527617041731,64.2902091872117
"112","WfPqj",16.1908006939308,15.5679047390629,0.197971128407917,28.5629185447632,17.2064288108754,22.2739760829599,68.0433234385984
"113","Lwe2a",24.3035822760394,19.1018975151793,0.887435979375211,23.1640943258797,20.1272351439043,12.4157547596222,55.7070842294062
"114","P4Wxh",30.8903935267453,19.1821760793153,0.356817759720085,23.4983365166131,13.9419397293945,12.1303363882119,49.5706126342194
"115","YFmep",69.7738874098332,14.9879951781147,1.1708324404356,4.79204550476083,3.79906403727886,5.47617542957686,14.0672849716165
"116","eTUNR",53.1461455137159,22.7102049990414,1.00785450328318,7.29684016081097,5.16520710975622,10.6737477133923,23.1357949839595
"117","ov9ky",71.3780751280843,15.6838433396149,0.166822478063718,1.52371584417879,2.64477577881161,8.60276743124669,12.7712590542371
"118","yLOw6",27.8186174956158,16.3805744608492,0.825851151276159,22.998215107743,14.8000567273548,17.1766850571611,54.9749568922589
"119","vLXXi",6.14191139212619,7.33010582127147,0,40.348995395563,23.9175075088307,22.2614798822087,86.5279827866023
"120","P9Lc3",30.4593186144816,17.6858740023362,0.0688384012797247,25.2413127634468,17.6051115608614,8.93954465759431,51.7859689819025
"121","qDX8K",7.34088936436487,7.56779049859529,0.143407388921206,40.1052112942265,26.6349176347965,18.2077838190957,84.9479127481187
"122","cFdUw",12.8725004024305,17.2714894421053,0.187250544714265,33.9379344471752,21.2977201111121,14.4331050524627,69.66875961075
"123","rMJpS",33.3404121036882,12.9480036032929,0.533751515896502,20.7004955445027,16.3823233166439,16.0950139159758,53.1778327771224
"124","J64gf",4.67888732213819,17.8608033196811,4.94767755149154,17.2764136863762,20.6942374831861,34.5419806371268,72.5126318066891
"125","uIvCn",26.1828910881282,14.587190167349,0.0650263934702128,29.5873300337101,18.6094715665445,10.968090750798,59.1648923510526
"126","D1rgw",9.9419415484611,13.5540286173106,1.20663123676028,29.8709194800042,16.5701474950095,28.8563316224543,75.297398597468
"127","fqMOZ",51.3252585205379,21.2293959994019,0,13.3766290532224,6.24916893842668,7.81954748841115,27.4453454800603
"128","5Cakr",29.7193672246122,22.6970590352821,0.12642851148656,18.9011771104321,19.3023365658128,9.25363155237428,47.4571452286192
"129","Nn3cM",18.7287158570935,22.5270497208584,0,29.9352384236733,14.1005698395039,14.7084261588709,58.7442344220481
"130","QM7IH",31.1533318414275,17.9515705365725,0,22.2356483553573,18.7367471072925,9.92270215935021,50.895097622
"131","lm8Vb",6.61641456515816,4.8061829167932,0,37.1903472661199,29.5821173223875,21.8049379295412,88.5774025180486
"132","VNQ0u",36.2003969073916,23.9264812166929,0.365500096885076,20.4315013329733,11.4670145345981,7.60910591145898,39.5076217790304
"133","4VobQ",19.5635685900427,20.2374086294288,0,30.6402673336242,14.8214066949949,14.7373487519093,60.1990227805285
"134","YmAyT",35.5416719086183,16.1306866757701,0,19.019973901968,13.2391037043227,16.0685638093209,48.3276414156116
"135","vtkfe",37.5329395398297,33.0599357597034,1.83194097467534,7.09039527447796,10.0002913392135,10.4844971121,27.5751837257915
"136","4QWwi",73.4211216952869,16.6179777280077,0.693692271080439,1.81985796989923,1.9607537870616,5.4865965486641,9.26720830562493
"137","iT7mR",87.8429411058991,6.97888321394869,0,0.0664917031605047,1.45231249667989,3.65937148031183,5.17817568015223
"138","Q19Ql",39.1021542610522,16.3488095838703,0,14.0154930675632,19.8298881361996,10.7036549513147,44.5490361550774
"139","0buhG",21.3000086671525,17.6122499423336,0,27.5276099249443,21.6031297133374,11.9570017522322,61.0877413905139
"140","qKZQ3",32.8549108053907,15.1594377430845,0,25.4182279946198,15.7971611996685,10.7702622572365,51.9856514515248
"141","jXk3i",13.143444397159,18.7320692210613,0.286984180558817,32.6717135771308,21.1578605599906,14.0079280640996,67.8375022012209
"142","IHp52",23.1368328175703,14.2061223853383,0,32.8338503192717,19.3964655404872,10.4267289373325,62.6570447970914
"143","LXbGC",44.1405857694535,13.5719261365695,0.121662702196028,23.6131575483842,10.5101808248025,8.04248701859426,42.165825391781
"144","NTp7f",13.604046706889,18.8643527333624,0.114610814158886,24.0890091991466,15.7594457571517,27.5685347892914,67.4169897455897
"145","UtY7R",37.7389205622886,25.451454996305,0.33923662480258,13.6664441254105,8.49224095555377,14.3117027356395,36.4703878166038
"146","BQDxR",47.1337118120202,19.7828639035888,0,13.2936358717086,13.7523043482249,6.03748406445755,33.083424284391
"147","m9rCB",44.2666951595433,19.6194091518997,0,13.1951214814584,12.6719775921257,10.2467966149729,36.113895688557
"148","AZjsh",58.3685302184932,15.913921799533,0,8.92739367907422,9.82140068599479,6.96875361690479,25.7175479819738
"149","To1zd",59.6865828621819,15.6164773640627,0,8.34032214358216,9.24782642642919,7.1087912037441,24.6969397737554
"150","Q1kCz",58.3431199326504,15.4061664531757,0,9.16457424044584,10.2946910779742,6.79144829575386,26.2507136141739
"151","uijTr",59.6590901262165,15.5510218891274,0,8.44287695122058,9.68069954820003,6.66631148523555,24.7898879846562
"152","AcIS2",31.1357631109028,20.0667135636544,0.356817596092203,22.6053416708473,14.1540703619903,11.6812936965129,48.4407057293506
"153","B3wLW",29.9488534353688,15.7166178482922,0,17.3370565971062,6.79389811729477,30.203574001938,54.334528716339
"154","cEVoL",47.6910663987476,14.7033773786503,0,13.2115861780273,3.48221656504459,20.9117534795302,37.6055562226021
"155","r2ykG",51.4350004461477,15.725664956511,0,14.5433042944371,8.8008983980756,9.49513190482861,32.8393345973413
"156","fLwK1",19.0928588148707,42.4879743058206,8.38118656327698,0.0149728064311367,0,30.0230075096005,0
"157","LOMxN",15.9345230977719,49.4360078121886,0,0.0087189605006178,0,34.6207501295388,0
"158","XvuFi",31.6574709062209,40.5015682274474,6.67047822853498,0.0812773925389411,0,21.0892052452578,0
"159","LYkor",63.4326778348777,18.2572565842583,0,5.34920239804025,9.23859662999505,3.72226655282877,18.3100655808641
"160","2DMIj",29.7801728130781,37.3902033456509,0,17.2153174644666,8.23228418313674,7.38202219366768,32.829623841271
"161","huqmO",33.7235105306563,22.9338420314411,0.134849642648447,18.5212314799611,13.5152366336025,11.1713296816906,43.2077977952542
"162","Z4sxV",45.8036877350702,16.4136317769012,0.0625630676084763,17.6173745527933,13.6254472066783,6.47729566094854,37.7201174204202
"163","v8EUT",26.541784509947,18.836427641436,0.372757003066715,22.0842014410397,12.145375231196,20.0194541733146,54.2490308455503
"164","Q2diL",16.8976823530491,21.1130116570213,0.504847156365504,30.9733750332468,19.6408885383324,10.8701952619849,61.4844588335641
"165","wk3yD",20.0489308193986,19.2378662530083,0,24.6703889192885,17.5461111511172,18.4967028571874,60.7132029275931
"166","2GiFE",21.4606383353383,28.0337981490166,0.0204357021447756,21.2739829878572,1.21673521817545,27.9944096074677,50.4851278135003
"167","1Gg23",19.7845535408434,32.2946364002805,0.768429678618743,14.8365120804006,3.56558341178742,28.7502848880694,47.1523803802574
"168","OUdi4",33.4449674906582,31.6664140796644,0.886115493934658,12.1277557164468,2.422371336365,19.452375882931,34.0025029357428
"169","QyoDU",16.8960007243656,41.3112989998764,0.224913183511165,12.8345619881049,4.27352461304775,24.4597004910943,41.5677870922469
"170","0GSjz",31.7450388631748,13.882928498087,0,25.8255185845724,16.7157281095699,11.830785944596,54.3720326387383
"171","KwxtU",12.4736833657777,21.9710591542449,0.611421797579168,20.0460870701693,19.0184141920661,25.8793344201627,64.9438356823982
"172","mngaK",2.86980942865295,4.32118304519636,0,36.333242502062,28.5697836472517,27.9059813768369,92.8090075261507
"173","0450K",12.1384218634411,12.8684231888817,0.197990558643409,29.2840740283809,18.1787161754663,27.3323741851865,74.7951643890338
"174","S2qIa",8.07242584577683,61.2490358414754,0,7.35186352009348,6.42090598342335,16.905768809231,30.6785383127478
"175","R4qPV",25.0552119331147,18.7483950019443,0,21.8921734791956,23.8694393695934,10.434780216152,56.196393064941
"176","f9LX1",26.8108142811612,17.3125259385454,0.074978160031367,24.8944000256806,17.2184249083409,13.6888566862405,55.801681620262
"177","Lm8e3",37.8449524120946,22.822603150978,0.873862217298525,14.5822703692115,12.9508259877227,10.9254858626946,38.4585822196288
"178","4jIS2",38.3333509739215,32.1686556813355,0.113988879066405,12.9109777687172,10.7820502259759,5.69097647098346,29.3840044656766
"179","nS3a8",33.428152801426,32.8429560483241,0.000185526433574348,12.0508231112134,8.47229649721455,13.2055860153885,33.7287056238164
"180","0u2Aq",63.8745389426418,13.6557438392046,1.45346661677447,8.77756989362271,6.65809589993051,5.58058480782595,21.0162506013792
"181","I85gB",64.6349350211881,12.1010591276481,0.298699679339846,11.1883966806184,6.00660861408932,5.77030087711625,22.965306171824
"182","k3Pl1",71.625285747609,9.15460695124796,0.299510146955913,8.41698157219501,4.28728714718918,6.21632843480289,18.9205971541871
"183","X3r6B",33.3690533313638,25.3045298034146,0,18.3705075145028,9.03066078632316,13.9252485643955,41.3264168652215
"184","9wY7U",9.43995619369431,15.4856574706445,0,33.2085917593515,24.8083932734941,17.0574013028157,75.0743863356612
"185","bU5d4",14.9966155979661,19.2865515419666,0.0268734362044803,28.7808540066184,22.2208464490377,14.6882589682068,65.6899594238629
"186","T5bh7",48.389006838964,15.5844078409357,0,16.9463757527057,10.6214692375044,8.45874032989023,36.0265853201003
"187","Fa1fL",30.1004056120753,28.6051209384336,0.527226911180356,13.8467570523535,11.513925861725,15.4065636242322,40.7672465383107
"188","De6a9",30.8686308728166,22.8064131235735,0.192682570069943,17.2028415274406,13.9832625128677,14.9461693932316,46.1322734335399
"189","m4Y7o",22.2377023318609,17.1600531235784,0.050399527464303,32.4841234609571,16.9315813803325,11.1361401758068,60.5518450170964
"190","a4rFt",71.625285747609,9.15460695124796,0.299510146955913,8.41698157219501,4.28728714718918,6.21632843480289,18.9205971541871
"191","Cq30P",64.6349350211881,12.1010591276481,0.298699679339846,11.1883966806184,6.00660861408932,5.77030087711625,22.965306171824
"192","a8Nd5",34.2023415153391,31.3416040434307,0.646752005483877,11.5195792721695,2.82585949143167,19.4638636721451,33.8093024357463
